4101,0,8,7,27
4143,0,6,0,27
4185,0,6,6,30
4226,0,6,6,28
4268,0,0,23,27
4310,0,6,7,16
4352,0,6,7,27
4393,0,9,8,27
4435,0,5,8,36
4477,0,6,6,31
4519,0,7,7,28
4560,0,8,9,27
4602,0,6,8,33
4644,0,7,7,29
4686,0,8,0,36
4728,0,6,6,31
4770,0,6,0,31
4812,0,7,7,30
4854,0,6,4,27
4895,0,6,6,24
4937,0,6,6,30
4979,0,7,7,28
5021,0,0,11,28
5063,0,7,7,24
5105,0,6,6,20
5147,0,10,8,27
5189,0,6,6,28
5231,0,7,7,31
5272,0,7,7,28
5314,0,11,8,27
5356,0,6,6,27
5398,0,11,7,26
5440,0,7,7,27
5482,0,8,7,27
5524,0,7,7,27
5566,0,18,8,26
5608,0,6,6,27
5649,0,6,6,27
5691,0,6,6,27
5733,0,6,7,27
5775,0,6,6,27
5817,0,4,8,24
5859,0,6,6,30
5901,0,0,20,28
5943,0,5,13,28
5984,0,6,8,28
6026,0,5,6,27
6068,0,0,19,27
6110,0,6,6,28
6152,0,0,19,27
6194,0,7,7,27
6236,0,2,13,28
6278,0,6,6,28
6320,0,3,21,27
6362,0,6,6,28
6403,0,5,6,27
6445,0,6,0,31
6487,0,0,15,31
6529,0,6,6,29
6571,0,3,21,27
6612,0,6,6,28
6654,0,0,19,28
6696,0,7,7,27
6738,0,5,6,28
6779,0,5,5,27
6821,0,6,10,28
6863,0,6,6,28
6905,175,0,15,28
6947,0,6,0,27
6989,0,14,7,30
7031,0,6,6,28
7073,0,18,10,26
7115,0,5,0,35
7157,0,5,5,30
7198,0,7,7,28
7240,0,16,13,27
7282,0,6,6,28
7324,0,8,7,27
7366,180,7,7,27
7408,0,7,6,27
7450,0,6,0,23
7492,0,6,6,30
7534,0,5,5,28
7576,0,0,23,27
7617,0,6,6,16
7659,0,7,7,27
7701,0,8,7,27
7743,0,8,8,30
7785,0,6,6,29
7827,0,19,8,27
7869,0,13,7,27
7911,0,5,5,27
7953,0,7,7,27
7994,0,15,8,27
8036,0,6,6,28
8078,0,17,6,22
8120,0,7,7,30
8162,0,10,7,27
8204,0,15,9,27
8246,0,6,0,27
8288,0,9,5,30
8330,0,15,8,27
8371,0,8,9,27
8413,0,9,7,27
8455,0,7,7,27
8497,0,19,9,27
8539,0,6,6,28
8581,0,9,7,27
8623,0,6,6,27
8665,0,5,5,27
8707,0,6,7,27
8748,0,9,8,27
8790,0,6,6,27
8832,0,6,9,27
8873,0,7,7,14
8915,0,2,11,27
8957,0,6,6,27
8999,0,0,22,28
9041,0,5,6,28
9083,0,5,10,27
9124,0,8,7,27
9166,0,5,9,27
9208,0,6,6,27
9250,0,0,21,27
9292,0,6,6,28
9334,0,6,8,27
9376,0,6,6,27
9418,0,0,18,27
9460,0,6,6,27
9501,0,0,8,31
9543,0,6,6,31
9585,0,0,11,29
9627,0,9,9,28
9669,0,0,19,28
9711,0,6,6,28
9753,0,7,7,27
9795,0,6,6,27
9836,0,0,11,28
9878,0,7,7,28
9920,0,0,15,28
9962,0,6,6,28
10004,0,0,20,24
10046,0,6,6,28
10088,0,5,6,27
10130,0,19,7,26
10172,0,7,8,31
10214,0,6,6,20
