4125,73
4166,72
4208,73
4249,72
4290,73
4331,73
4373,73
4414,74
4455,74
4497,74
4538,75
4579,74
4621,72
4662,73
4703,74
4745,74
4786,74
4827,74
4868,73
4910,74
4951,74
4992,74
5033,73
5074,73
5115,74
5157,73
5198,73
5239,75
5281,73
5322,74
5363,73
5404,74
5446,74
5487,73
5528,73
5570,74
5611,74
5652,73
5694,75
5735,73
5776,74
5818,73
5859,72
5900,73
5941,73
5983,74
6024,75
6065,73
6107,73
6148,73
6189,74
6231,73
6272,74
6312,72
6354,73
6395,73
6436,74
6477,73
6519,75
6560,73
6601,74
6643,72
6684,73
6725,73
6767,73
6808,74
6849,74
6891,74
6932,75
6973,74
7014,74
7056,74
7097,72
7138,72
7180,72
7221,74
7262,74
7304,74
7345,73
7386,75
7428,74
7469,74
7510,74
7550,73
7592,74
7633,74
7674,73
7716,74
7757,74
7798,74
7840,74
7881,74
7922,73
7964,75
8005,73
8046,74
8087,74
8129,73
8170,74
8211,74
8253,74
8294,74
8335,74
8377,71
8418,74
8459,73
8501,74
8542,75
8583,74
8624,73
8666,74
8707,74
8748,74
8790,73
8830,71
8871,74
8913,73
8954,73
8995,74
9037,73
9078,74
9119,76
9160,73
9202,73
9243,73
9284,73
9326,75
9367,75
9408,74
9450,74
9491,73
9532,73
9574,75
9615,71
9656,73
9697,73
9739,74
9780,74
9821,74
9863,73
9904,74
9945,74
9987,74
10028,74
10068,72
10110,74
10151,74
10192,74
10234,74
10275,74
10316,73
10358,18860
10399,73
10441,72
10482,74
10523,73
10565,74
10606,75
10647,73
10689,74
10730,74
10771,72
10813,74
10854,75
10895,72
10937,74
10978,74
11019,74
11061,74
11102,74
11144,74
11185,74
11226,74
11268,72
11309,74
11350,73
11392,73
11432,73
11473,73
11515,74
11556,74
11597,74
11639,73
11680,72
11721,72
11763,74
11804,73
11846,74
11887,74
11928,74
11970,75
12011,74
12052,74
12094,74
12135,72
12176,74
12218,74
12259,73
12300,74
12342,75
12383,74
12424,75
12466,75
12507,73
12548,73
12590,74
12631,74
12673,75
12713,74
12754,73
12796,75
12837,73
12878,74
12920,74
12961,71
13002,74
13044,73
13085,73
13126,73
13168,73
13209,73
13250,74
13292,73
13333,72
13375,72
13416,72
13457,73
13499,75
13540,73
13581,75
13623,74
13664,74
13705,73
13747,72
13788,72
13829,74
13871,74
13912,73
13953,74
13995,73
14035,73
14076,73
14118,73
14159,73
14201,72
14242,72
14283,73
14325,74
14366,73
14407,74
14449,73
14490,73
14531,73
14573,72
14614,73
14655,72
14697,73
14738,74
14779,73
14821,73
14862,74
14904,71
14945,73
14986,73
15028,71
15069,72
15110,73
15152,73
15193,73
15234,73
15276,73
15316,74
15357,73
15399,72
15440,73
15481,71
15523,72
15564,74
15605,74
15647,74
15688,74
15730,73
15771,75
15812,72
15854,72
15895,73
15936,72
15978,72
16019,76
16060,73
16102,18862
16143,73
16185,74
16226,73
16267,74
16309,73
16350,74
16391,74
16433,73
16474,74
16515,73
16557,73
16598,73
16638,72
16680,72
16721,72
16763,72
16804,73
16845,74
16887,73
16928,75
16969,73
17011,73
17052,73
17093,71
17135,72
17176,73
17217,72
17259,74
