4091,677,695,291,715
4134,678,685,268,724
4176,678,682,269,702
4218,677,685,265,710
4260,675,684,270,700
4303,676,685,293,709
4345,677,681,268,708
4387,676,683,268,710
4429,675,686,269,711
4471,677,701,274,711
4514,675,689,285,728
4556,676,678,268,703
4598,677,680,256,741
4640,677,687,291,720
4683,675,696,274,705
4725,676,711,274,711
4767,676,713,272,719
4809,678,694,269,712
4852,679,681,269,696
4894,676,704,273,710
4936,677,688,275,718
4978,678,681,264,703
5020,678,683,265,707
5063,679,682,272,707
5105,678,683,268,711
5147,676,678,256,728
5189,677,683,265,712
5232,676,683,272,708
5274,677,681,269,703
5316,676,704,268,741
5358,677,685,259,732
5400,677,681,264,705
5443,675,683,283,708
5485,676,686,269,714
5527,676,701,277,710
5569,676,708,264,736
5612,676,690,268,710
5654,677,682,269,702
5696,677,687,266,708
5738,675,698,271,701
5781,676,683,259,708
5823,676,686,268,711
5865,676,686,268,709
5907,676,688,265,710
5949,678,689,284,705
5992,675,682,264,738
6034,676,675,264,696
6076,677,678,268,704
6118,675,681,268,748
6161,675,683,268,710
6203,676,683,264,735
6245,-23379,687,302,710
6287,677,695,271,712
6330,677,679,274,694
6372,677,698,267,706
6414,675,693,279,716
6456,676,682,259,704
6499,677,684,265,709
6541,675,686,269,710
6583,678,704,271,713
6625,677,678,272,705
6667,676,681,272,711
6710,678,683,269,710
6752,678,680,265,702
6794,675,699,271,741
6836,675,686,257,744
6879,676,686,264,713
6921,676,683,299,700
6963,677,699,273,714
7005,676,704,275,710
7047,675,707,248,731
7090,676,699,267,711
7132,676,686,272,704
7174,676,682,264,705
7216,674,676,265,696
7259,674,682,264,740
7301,677,681,260,707
7343,675,680,260,704
7385,676,685,265,710
7428,677,696,255,704
7470,676,686,259,734
7512,675,673,264,699
7554,675,679,268,709
7596,676,685,256,752
7639,676,704,282,729
7681,676,687,260,736
7723,676,680,268,701
7764,677,712,269,711
7808,676,679,273,690
7849,675,696,271,706
7891,675,689,269,710
7933,676,686,268,711
7976,676,685,272,710
8018,676,684,266,704
8060,676,704,268,712
8102,676,674,260,714
8144,677,677,264,703
8187,675,682,268,709
8229,677,680,264,706
8271,676,682,268,709
8313,676,682,256,770
8356,675,684,268,710
8398,677,669,272,685
8440,677,685,291,715
8482,675,700,273,712
8525,677,682,261,730
8567,676,706,272,709
8609,676,700,275,711
8651,677,694,269,713
8693,677,681,283,690
8736,677,682,265,716
8778,675,682,268,708
8820,676,681,270,703
8862,675,688,270,710
8905,675,687,287,708
8947,675,681,272,707
8989,674,670,269,689
9031,675,681,272,710
9073,675,697,268,708
9116,675,687,281,719
9158,675,684,268,758
9200,674,680,269,703
9242,676,687,283,714
9285,674,675,299,690
9327,676,677,272,709
9369,676,706,272,719
9411,677,699,270,708
9454,676,689,269,709
9496,676,698,270,701
9538,675,688,276,718
9580,674,668,259,687
9622,675,674,268,702
9665,676,680,255,710
9707,677,704,275,713
9749,677,688,274,724
9791,675,681,259,703
9834,675,684,268,710
9876,676,667,266,680
9918,676,692,275,734
9960,677,684,260,760
10002,676,682,264,706
10045,676,683,264,710
10087,677,707,271,708
10129,674,693,269,712
10172,676,688,273,680
10214,676,680,278,717
10256,676,682,268,717
10298,675,679,266,703
10341,677,681,264,709
10383,674,682,268,735
10425,676,704,275,713
10467,678,679,319,688
10510,676,704,272,739
10552,675,686,259,709
10594,677,681,268,701
10637,676,684,265,708
10679,676,680,273,704
10721,677,682,259,710
10763,676,667,256,708
10806,676,678,272,719
10848,676,680,272,707
10890,677,687,300,708
10932,676,708,268,713
10975,675,704,274,703
11017,676,694,287,709
11059,676,670,273,683
11102,676,680,272,710
11144,676,681,265,707
11186,675,682,269,705
11228,677,692,266,711
11271,676,687,293,704
11313,676,687,286,740
11355,676,690,269,683
11397,675,679,264,705
11440,676,686,269,712
11482,676,690,270,710
11524,675,702,279,712
11566,676,681,256,727
11609,677,683,268,715
11651,678,667,269,681
11693,678,673,268,701
11736,676,686,295,715
11778,675,681,268,710
11820,676,687,283,717
11862,677,682,269,724
11905,674,685,273,711
11947,677,667,268,679
11988,677,675,265,702
12030,677,689,266,711
12073,676,681,268,704
12115,676,682,264,708
12157,675,681,275,720
12200,677,685,268,712
12242,675,668,265,680
12284,677,683,271,705
12326,676,702,273,712
12369,674,682,264,717
12411,675,683,269,714
12453,674,681,268,706
12495,676,685,268,712
12538,676,671,272,721
12580,676,697,283,720
12622,676,691,287,713
12665,675,679,264,730
12707,677,686,277,709
12749,675,680,268,703
12791,675,681,272,707
12834,676,668,259,685
12876,677,687,282,713
12918,677,681,268,736
12960,676,679,256,752
13003,676,683,283,720
13045,677,678,262,701
13087,677,704,271,707
13130,676,678,270,685
13172,675,681,264,709
13214,677,682,258,738
13256,676,682,264,706
13299,675,684,264,710
13341,676,679,269,700
13383,676,684,264,748
13425,676,693,291,694
13468,675,678,265,703
13510,675,704,279,712
13552,676,694,273,712
13594,676,688,272,710
13637,676,682,260,700
13679,676,704,267,710
13721,676,678,293,687
13764,678,674,264,730
13806,677,679,256,748
13848,674,681,259,708
13890,676,687,273,712
13933,675,716,270,706
13975,675,705,294,715
14017,674,671,256,706
14059,676,676,266,703
14102,675,682,265,710
