4082,457,453
4084,458,454
4085,482,451
4086,457,457
4087,467,471
4088,462,461
4089,463,470
4091,460,459
4092,483,457
4093,460,478
4094,460,478
4096,447,462
4097,447,449
4099,467,444
4100,450,446
4101,447,444
4102,448,444
4103,472,443
4104,453,465
4106,448,452
4107,445,446
4108,451,459
4109,477,448
4110,451,444
4111,457,443
4112,451,452
4114,446,446
4115,446,444
4116,446,443
4117,447,443
4118,448,442
4119,467,442
4121,478,463
4122,448,451
4123,449,447
4124,446,445
4125,451,457
4126,447,448
4128,454,449
4129,454,449
4130,456,464
4131,457,456
4132,454,452
4133,475,451
4135,455,455
4136,486,449
4137,457,458
4139,469,454
4140,457,452
4141,454,450
4143,456,451
4144,454,463
4145,451,453
4146,450,450
4147,462,447
4148,454,454
4150,451,450
4151,453,448
4152,450,447
4153,485,446
4154,452,450
4155,451,449
4156,450,447
4158,450,446
4159,460,451
4160,458,452
4161,465,468
4162,458,458
4163,458,456
4165,459,465
4166,461,474
4167,458,461
4168,460,456
4169,497,464
4170,461,462
4172,461,458
4173,458,455
4174,487,457
4175,462,459
4176,462,458
4177,460,457
4179,468,472
4180,497,460
4182,464,463
4183,475,461
4184,464,467
4185,460,462
4187,468,479
4188,486,464
4189,461,460
4190,456,455
4191,456,451
4192,454,450
4194,454,451
4195,454,450
4196,454,451
4197,476,474
4198,458,460
4199,455,456
4200,454,453
4202,475,467
4203,459,478
4204,454,460
4205,471,452
4206,452,453
4207,450,449
4209,452,447
4210,466,446
4211,453,447
4212,450,448
4213,456,465
4214,456,472
4216,451,455
4217,450,450
4218,485,446
4219,455,454
4220,450,449
4221,453,448
4224,474,448
4225,452,448
4226,450,448
4227,450,447
4228,453,446
4229,447,446
4231,457,468
4232,451,454
4233,452,450
4234,451,451
4235,450,448
4236,448,448
4238,449,459
4239,449,448
4240,447,444
4241,470,444
4242,448,446
4243,447,446
4244,447,445
4246,496,442
4247,451,464
4248,447,450
4249,448,445
4250,451,459
4251,449,449
4253,456,450
4254,464,451
4255,456,459
4256,456,453
4257,457,451
4258,478,450
4260,458,453
4261,454,451
4262,487,448
4263,456,455
4264,454,453
4265,454,452
4268,456,450
4269,456,450
4270,457,449
4271,456,450
4272,452,449
4273,462,466
4275,458,476
4276,455,461
4277,475,452
4278,455,454
4279,489,448
4280,456,453
4282,471,453
4283,455,451
4284,456,452
4285,452,450
4286,458,467
4287,455,455
4288,456,452
4290,495,448
4291,459,464
4292,457,457
4293,454,452
4294,476,450
4295,465,468
4297,458,459
4298,454,453
4299,469,461
4300,461,457
4301,457,454
4302,461,455
4304,457,454
4305,457,456
4306,491,452
4307,460,456
4308,461,470
4310,461,461
4312,457,457
4313,485,476
4314,459,464
4315,458,457
4316,450,451
4317,476,448
4319,453,448
4320,450,447
4321,451,447
4322,456,463
4323,462,466
4324,453,457
4326,462,450
4327,457,456
4328,471,450
4329,452,447
4330,473,448
4331,442,443
4332,441,439
4334,439,436
4335,446,444
4336,440,439
4337,439,436
4338,436,435
4339,448,455
4341,440,442
4342,442,439
4343,439,437
4344,439,435
4345,439,436
4346,450,443
4348,478,442
4349,451,447
4350,454,446
4352,450,446
4353,467,448
4354,451,449
4356,468,447
4357,454,469
4358,455,470
4359,453,455
4360,450,449
4361,462,447
4363,452,454
4364,451,452
4365,450,449
4366,473,445
4367,452,448
4368,451,449
4370,452,447
4371,458,455
4372,482,449
4373,453,456
4374,449,452
4375,456,466
4376,452,452
4378,446,446
4379,446,443
4380,448,443
4381,446,442
4382,451,443
4383,473,464
4385,449,454
4386,447,448
4387,449,444
4388,493,440
4389,449,447
4390,450,445
4392,445,442
4393,470,470
4395,462,461
4396,461,460
4397,473,458
4398,464,466
4400,492,458
4401,464,467
4402,487,462
4403,463,462
4404,462,461
4405,479,470
4407,471,474
4408,462,464
4409,456,461
4410,454,454
4411,457,468
4412,457,457
4414,454,452
4415,454,451
4416,486,448
4417,456,454
4418,454,451
4419,456,450
4420,453,450
4422,461,469
4423,456,456
4424,467,452
4425,451,450
4426,450,448
4427,448,446
4429,454,461
4430,453,452
4431,452,450
4432,480,450
4433,455,459
4434,451,451
4436,450,449
4438,475,445
4439,454,448
4440,450,447
4441,457,450
4442,465,459
4444,455,454
4445,454,453
4446,452,450
4447,457,467
4448,452,456
4449,463,471
4451,472,458
4452,456,454
4453,456,453
4454,454,450
4455,454,453
4456,450,448
4458,450,446
4459,450,447
4460,466,448
4461,452,447
4462,453,449
4463,449,448
4464,451,462
4466,456,475
4467,451,456
4468,466,450
4469,452,455
4470,454,449
4471,454,450
4473,479,449
4474,455,453
4475,454,451
4476,454,451
4477,463,462
4478,457,455
4481,454,452
4482,480,450
4483,461,486
4484,462,464
4485,454,457
4486,471,452
4488,459,457
4489,458,455
4490,460,454
4491,457,453
4492,460,454
4493,463,475
4495,459,463
4496,458,459
4497,460,457
4498,491,452
4499,459,459
4500,464,472
4502,458,459
4503,460,457
4504,468,455
4505,460,464
4506,458,458
4507,458,455
4508,506,452
4510,463,475
4511,461,463
4512,458,457
4513,466,464
4514,492,457
4515,459,459
4517,456,455
4518,463,470
4519,460,459
4520,458,455
4521,476,455
4523,459,458
4525,458,457
4526,489,452
4527,461,461
4528,458,457
4529,460,455
4530,458,454
4532,468,469
4533,460,459
4534,458,456
4535,448,451
4536,454,463
4537,451,452
4539,450,448
4540,463,447
4541,454,454
4542,484,445
4543,452,451
4544,474,448
4545,453,450
4547,448,447
4548,452,446
4549,457,455
4550,450,449
4551,449,446
4552,444,443
4554,449,461
4555,447,448
4556,447,446
4557,464,444
4558,460,461
4559,448,450
4561,449,445
4562,473,442
4563,448,444
4564,447,445
4566,443,440
4567,443,439
4569,443,439
4570,444,438
4571,443,438
4572,448,457
4573,445,446
4574,440,442
4576,459,461
4577,446,453
4578,443,445
4579,443,442
4580,470,437
4581,455,448
4583,456,450
4584,454,451
4585,462,458
4586,455,455
4587,455,454
4588,454,452
4589,457,467
4591,475,455
4592,458,475
4593,473,460
4594,456,459
4595,454,453
4596,454,451
4598,478,449
4599,457,452
4600,454,450
4601,456,452
4602,463,470
4603,455,459
4605,454,454
4606,456,451
4608,483,448
4609,457,459
4610,457,453
4611,467,451
4613,460,458
4614,454,453
4615,454,452
4616,477,450
4617,457,452
4618,472,450
4620,462,473
4621,464,467
4622,455,457
4623,458,454
4624,486,448
4625,459,472
4627,454,458
4628,454,453
4629,474,451
4630,456,454
4631,457,451
4632,454,450
4633,478,448
4635,483,450
4636,457,463
4637,457,455
4638,462,466
4639,456,454
4640,469,462
4642,456,455
4643,454,451
4644,446,446
4645,446,444
4646,462,444
4647,448,448
4649,449,444
4651,449,443
4652,501,436
4653,452,449
4654,447,445
4655,448,445
4657,451,452
4658,447,447
4659,447,444
4660,458,450
4661,463,469
4662,458,458
4664,460,456
4665,475,454
4666,460,460
4667,458,456
4668,476,456
4669,484,454
4671,461,457
4672,460,456
4673,458,454
4674,463,469
4675,451,454
4676,450,450
4677,450,448
4679,452,446
4680,451,446
4681,453,446
4682,452,447
4683,448,447
4684,458,466
4686,451,454
4687,474,448
4688,452,449
4689,452,447
4690,450,446
4691,459,457
4694,453,452
4695,450,448
4696,449,449
4697,455,467
4698,455,454
4699,451,449
4701,470,448
4702,456,472
4703,454,457
4704,451,452
4705,475,445
4706,459,454
4708,458,454
4709,459,453
4710,464,469
4711,461,459
4712,466,473
4713,459,463
4715,458,458
4716,460,455
4717,483,454
4718,461,473
4719,461,461
4720,459,456
4721,461,456
4723,481,452
4724,459,458
4725,458,456
4726,458,454
4727,464,464
4728,464,479
4730,461,463
4731,456,457
4732,463,473
4733,489,457
4734,460,463
4736,476,458
4738,447,459
4739,447,446
4740,443,441
4741,469,437
4742,444,440
4743,446,440
4745,466,439
4746,451,474
4747,444,453
4748,445,444
4749,442,440
4750,478,452
4752,446,444
4753,444,440
4754,461,454
4755,461,455
4756,462,458
4757,461,457
4759,464,457
4760,465,459
4761,492,456
4762,467,465
4763,468,471
4764,462,465
4765,460,460
4767,460,459
4768,464,475
4769,449,453
4770,448,446
4771,464,442
4772,452,448
4774,448,444
4775,447,445
4776,471,440
4777,481,441
4779,449,446
4780,448,444
4782,453,457
4783,447,447
4784,448,446
4785,444,443
4786,449,459
4787,447,448
4789,446,444
4790,448,443
4791,449,443
4792,448,443
4793,444,443
4794,459,456
4796,448,448
4797,447,446
4798,447,444
4799,456,455
4800,455,452
4801,456,452
4803,454,451
4804,457,467
4805,454,457
4806,456,456
4807,474,454
4808,456,455
4809,453,451
4811,460,471
4812,482,456
4813,457,455
4814,454,451
4815,450,449
4816,455,461
4818,451,451
4819,450,448
4820,450,446
4822,470,472
4823,454,459
4824,453,452
4826,473,448
4827,468,451
