4090,1875
4092,1880
4096,1885
4098,1875
4101,1895
4104,1890
4106,1880
4109,1885
4111,1880
4114,1885
4117,1875
4119,1880
4122,1885
4124,1885
4127,1885
4130,1885
4132,1880
4135,1880
4137,1885
4141,1880
4144,1890
4146,1880
4149,1885
4151,1880
4154,1885
4157,1885
4159,1875
4162,1880
4165,1880
4167,1875
4170,1880
4172,1875
4175,1875
4178,1885
4180,1885
4184,1880
4186,1890
4189,1875
4192,1885
4194,1880
4197,1880
4199,1885
4202,1875
4205,1880
4207,1880
4210,1875
4212,1885
4215,1885
4218,1880
4220,1890
4224,1880
4226,1880
4229,1880
4232,1885
4234,1885
4237,1880
4239,1880
4242,1890
4245,1885
4247,1875
4250,1885
4253,1880
4255,1880
4258,1870
4260,1870
4263,1880
4267,1880
4269,1880
4272,1875
4274,1875
4277,1890
4280,1875
4282,1880
4285,1880
4287,1875
4290,1870
4293,1870
4295,1875
4298,1880
4300,1875
4303,1875
4306,1880
4308,1880
4312,1885
4315,1870
4317,1880
4320,1875
4322,1875
4325,1880
4328,1875
4330,1870
4333,1875
4335,1880
4338,1875
4341,1875
4343,1875
4346,1870
4348,1880
4352,1875
4355,1870
4357,1870
4360,1880
4362,1880
4365,1875
4368,1875
4370,1880
4373,1880
4375,1880
4378,1880
4381,1880
4383,1880
4386,1880
4388,1870
4391,1875
4395,1880
4397,1870
4400,1880
4402,1870
4405,1870
4408,1870
4410,1870
4413,1880
4416,1875
4418,1875
4421,1870
4423,1875
4426,1870
4429,1875
4431,1875
4434,1875
4436,1880
4440,1875
4443,1870
4445,1875
4448,1875
4450,1880
4453,1880
4456,1880
4458,1880
4461,1880
4463,1870
4466,1880
4469,1880
4471,1875
4474,1875
4476,1870
4480,1880
4483,1880
4485,1885
4488,1870
4490,1875
4493,1870
4496,1875
4498,1885
4501,1880
4503,1880
4506,1875
4509,1880
4511,1875
4514,1875
4517,1875
4519,1875
4523,1870
4525,1875
4528,1880
4531,1880
4533,1880
4536,1870
4538,1875
4541,1875
4544,1880
4546,1875
4549,1880
4551,1885
4554,1885
4557,1870
4559,1875
4562,1880
4564,1885
4568,1870
4571,1875
4573,1870
4576,1870
4578,1870
4581,1870
4584,1880
4586,1880
4589,1885
4592,1885
4594,1880
4597,1870
4599,1870
4602,1880
4605,1870
4608,1870
4611,1870
4613,1885
4616,1875
4619,1885
4621,1875
4624,1885
4626,1870
4629,1875
4632,1870
4634,1870
4637,1890
4639,1875
4642,1880
4645,1880
4647,1880
4651,1875
4653,1895
4656,1875
4659,1870
4661,1880
4664,1875
4666,1880
4669,1870
4672,1875
4674,1870
4677,1875
4679,1875
4682,1880
4685,1880
4687,1880
4690,1875
4694,1880
4696,1890
4699,1875
4701,1875
4704,1870
4707,1875
4709,1870
4712,1880
4714,1880
4717,1875
4720,1875
4722,1880
4725,1870
4727,1875
4730,1880
4733,1880
4736,1870
4739,1870
4741,1880
4744,1875
4747,1885
4749,1875
4752,1885
4754,1875
4757,1870
4760,1880
4762,1880
4765,1890
4768,1880
4770,1870
4773,1880
4775,1870
4779,1875
4782,1875
4784,1875
4787,1875
4789,1875
4792,1875
4795,1885
4797,1880
4800,1885
4802,1880
4805,1880
4808,1875
4810,1875
4813,1870
4815,1875
4818,1880
4822,1885
4824,1875
4827,1875
4829,1875
4832,1885
4835,1875
4837,1880
4840,1885
4842,1880
4845,1880
4848,1875
4850,1885
4853,1880
4855,1870
4858,1875
4861,1875
4864,1880
4867,1875
4870,1880
4872,1880
4875,1880
4877,1880
4880,1880
4883,1880
4885,1875
4888,1875
4890,1880
4893,1880
4896,1875
4898,1870
4901,1880
4903,1875
4907,1875
4910,1880
4912,1880
4915,1875
4917,1870
4920,1880
4923,1880
4925,1875
4928,1880
4930,1880
4933,1870
4936,1880
4938,1870
4941,1865
4943,1880
4946,1870
4950,1880
4952,1880
4955,1890
4958,1875
4960,1870
4963,1870
4965,1880
4968,1890
4971,1880
4973,1880
4976,1880
4978,1870
4981,1880
4984,1880
4986,1885
4989,1875
4992,1875
4995,1880
4998,1875
5000,1870
5003,1880
5005,1890
5008,1875
5011,1880
5013,1880
5016,1880
5018,1870
5021,1880
5024,1880
5026,1875
5029,1880
5032,1885
5035,1880
5038,1880
5040,1875
5043,1880
5046,1875
5048,1880
5051,1890
5053,1880
5056,1880
5059,1870
5061,1880
5064,1880
5066,1880
5069,1880
5072,1885
5074,1880
5078,1880
5080,1875
5083,1875
5086,1880
5088,1870
5091,1880
5093,1875
5096,1880
5099,1880
5101,1875
5104,1875
5106,1880
5109,1875
5112,1880
5114,1875
5117,1875
5120,1880
5123,1885
5126,1880
5128,1870
5131,1885
5134,1880
5136,1875
5139,1875
5141,1875
5144,1875
5147,1875
5149,1870
5152,1880
5154,1870
5157,1880
5160,1875
5163,1880
5166,1870
5168,1880
5171,1880
5174,1880
5176,1885
5179,1880
5181,1880
5184,1880
5187,1880
5189,1875
5192,1880
5194,1875
5197,1880
5200,1880
5202,1880
5206,1885
5208,1875
5211,1880
5214,1865
5216,1880
5219,1875
5222,1880
5224,1880
5227,1880
5229,1875
5232,1875
5235,1890
5237,1875
5240,1875
5242,1875
5245,1880
5249,1885
5251,1890
5254,1880
5256,1875
5259,1885
5262,1870
5264,1890
5267,1875
5269,1875
5272,1870
5275,1880
5277,1880
5280,1880
5282,1880
5285,1875
5288,1875
5291,1875
5294,1870
5297,1880
5299,1885
5302,1875
5304,1885
5307,1875
5310,1880
5312,1875
5315,1875
5317,1880
5320,1880
5323,1880
5325,1870
5328,1880
5330,1885
5334,1875
5337,1870
5339,1880
5342,1875
5344,1880
5347,1880
5350,1880
5352,1880
5355,1885
5357,1880
5360,1875
5363,1890
5365,1875
5368,1880
5370,1880
5373,1880
5377,1870
5379,1875
5382,1875
5385,1885
5387,1875
5390,1880
5392,1880
5395,1875
5398,1885
5400,1875
5403,1885
5405,1880
5408,1880
5411,1885
5413,1870
5416,1880
5419,1875
5422,1875
5425,1870
5427,1880
5430,1875
5432,1880
5435,1875
5438,1880
5440,1880
5443,1880
